"id_day_all","x","y","id_month","datetime","behavior","species","id_tree","group"
"jul007",781922.996793395,7407560.99983205,"Jul","2019-07-19 08:25:00","Travel",NA,NA,"Guareí"
"jul007",781941.996793117,7407548.99983208,"Jul","2019-07-19 08:30:00","Foraging",NA,NA,"Guareí"
"jul007",781955.372299985,7407530.70985449,"Jul","2019-07-19 08:35:00","Frugivory","Pereskia aculeata","AG288","Guareí"
"jul007",781955.372299985,7407530.70985449,"Jul","2019-07-19 08:40:00","Frugivory","Pereskia aculeata","AG288","Guareí"
"jul007",781955.372299985,7407530.70985449,"Jul","2019-07-19 08:45:00","Frugivory","Pereskia aculeata","AG288","Guareí"
"jul007",781965.50246167,7407493.38346377,"Jul","2019-07-19 08:50:00","Foraging","Pereskia aculeata","AG289","Guareí"
"jul007",781965.50246167,7407493.38346377,"Jul","2019-07-19 08:55:00","Foraging","Pereskia aculeata","AG289","Guareí"
"jul007",781965.50246167,7407493.38346377,"Jul","2019-07-19 09:00:00","Frugivory","Pereskia aculeata","AG289","Guareí"
"jul007",781920.246383152,7407517.74542577,"Jul","2019-07-19 09:05:00","Frugivory","Syagrus romanzoffiana","AG100","Guareí"
"jul007",781920.246383152,7407517.74542577,"Jul","2019-07-19 09:10:00","Frugivory","Syagrus romanzoffiana","AG100","Guareí"
"jul007",781920.246383152,7407517.74542577,"Jul","2019-07-19 09:15:00","Frugivory","Syagrus romanzoffiana","AG100","Guareí"
"jul007",781920.246383152,7407517.74542577,"Jul","2019-07-19 09:20:00","Travel","Syagrus romanzoffiana","AG100","Guareí"
"jul007",781929.996793192,7407488.99983206,"Jul","2019-07-19 09:25:00","Travel",NA,NA,"Guareí"
"jul007",781971.996792585,7407467.99983213,"Jul","2019-07-19 09:30:00","Travel",NA,NA,"Guareí"
"jul007",782010.125119894,7407436.22284376,"Jul","2019-07-19 09:35:00","Frugivory","Pereskia aculeata","AG290","Guareí"
"jul007",782010.125119894,7407436.22284376,"Jul","2019-07-19 09:40:00","Frugivory","Pereskia aculeata","AG290","Guareí"
"jul007",781997.99679216,7407421.99983216,"Jul","2019-07-19 09:45:00","Inactive",NA,NA,"Guareí"
"jul007",781997.99679216,7407421.99983216,"Jul","2019-07-19 09:50:00","Inactive",NA,NA,"Guareí"
"jul007",782011.996791937,7407400.99983218,"Jul","2019-07-19 09:55:00","Travel",NA,NA,"Guareí"
"jul007",782033.996791663,7407418.99983222,"Jul","2019-07-19 10:00:00","Out of sight",NA,NA,"Guareí"
"jul007",782088.683237315,7407447.35087336,"Jul","2019-07-19 10:05:00","Frugivory","Pereskia aculeata","AG291","Guareí"
"jul007",782088.683237315,7407447.35087336,"Jul","2019-07-19 10:10:00","Frugivory","Pereskia aculeata","AG291","Guareí"
"jul007",782088.683237315,7407447.35087336,"Jul","2019-07-19 10:15:00","Frugivory","Pereskia aculeata","AG291","Guareí"
"jul007",782110.996790625,7407430.99983235,"Jul","2019-07-19 10:20:00","Travel",NA,NA,"Guareí"
"jul007",782110.996790625,7407430.99983235,"Jul","2019-07-19 10:25:00","Foraging",NA,NA,"Guareí"
"jul007",782110.996790625,7407430.99983235,"Jul","2019-07-19 10:30:00","Inactive",NA,NA,"Guareí"
"jul007",782110.996790625,7407430.99983235,"Jul","2019-07-19 10:35:00","Foraging",NA,NA,"Guareí"
"jul007",782110.996790625,7407430.99983235,"Jul","2019-07-19 10:40:00","Foraging",NA,NA,"Guareí"
"jul007",782146.996790159,7407449.99983241,"Jul","2019-07-19 10:45:00","Travel",NA,NA,"Guareí"
"jul007",782201.996789425,7407462.9998325,"Jul","2019-07-19 10:50:00","Travel",NA,NA,"Guareí"
"jul007",782206.418164373,7407447.76046946,"Jul","2019-07-19 10:55:00","Frugivory","Pereskia aculeata","AG292","Guareí"
"jul007",782206.418164373,7407447.76046946,"Jul","2019-07-19 11:00:00","Frugivory","Pereskia aculeata","AG292","Guareí"
"jul007",782206.418164373,7407447.76046946,"Jul","2019-07-19 11:05:00","Frugivory","Pereskia aculeata","AG292","Guareí"
"jul007",782206.418164373,7407447.76046946,"Jul","2019-07-19 11:10:00","Frugivory","Pereskia aculeata","AG292","Guareí"
"jul007",782206.418164373,7407447.76046946,"Jul","2019-07-19 11:15:00","Frugivory","Pereskia aculeata","AG292","Guareí"
"jul007",782206.418164373,7407447.76046946,"Jul","2019-07-19 11:20:00","Frugivory","Pereskia aculeata","AG292","Guareí"
"jul007",782206.418164373,7407447.76046946,"Jul","2019-07-19 11:25:00","Frugivory","Pereskia aculeata","AG292","Guareí"
"jul007",782206.418164373,7407447.76046946,"Jul","2019-07-19 11:30:00","Frugivory","Pereskia aculeata","AG292","Guareí"
"jul007",782227.996789026,7407433.99983254,"Jul","2019-07-19 11:35:00","Inactive",NA,NA,"Guareí"
"jul007",782235.99678894,7407449.99983256,"Jul","2019-07-19 11:40:00","Travel",NA,NA,"Guareí"
"jul007",782246.996788791,7407451.99983258,"Jul","2019-07-19 11:45:00","Foraging",NA,NA,"Guareí"
"jul007",782268.99678852,7407471.99983262,"Jul","2019-07-19 11:50:00","Foraging",NA,NA,"Guareí"
"jul007",782275.716921186,7407476.90323089,"Jul","2019-07-19 11:55:00","Frugivory","Pereskia aculeata","AG293","Guareí"
"jul007",782275.716921186,7407476.90323089,"Jul","2019-07-19 12:00:00","Frugivory","Pereskia aculeata","AG293","Guareí"
"jul007",782294.996788174,7407478.99983266,"Jul","2019-07-19 12:05:00","Foraging",NA,NA,"Guareí"
"jul007",782294.996788174,7407478.99983266,"Jul","2019-07-19 12:10:00","Foraging",NA,NA,"Guareí"
"jul007",782293.99678823,7407506.99983266,"Jul","2019-07-19 12:15:00","Foraging",NA,NA,"Guareí"
"jul007",782273.996788511,7407511.99983263,"Jul","2019-07-19 12:20:00","Foraging",NA,NA,"Guareí"
"jul007",782314.996787988,7407537.9998327,"Jul","2019-07-19 12:25:00","Travel",NA,NA,"Guareí"
"jul007",782294.678703662,7407553.68445794,"Jul","2019-07-19 12:30:00","Frugivory","Syagrus romanzoffiana","AG294","Guareí"
"jul007",782294.678703662,7407553.68445794,"Jul","2019-07-19 12:35:00","Frugivory","Syagrus romanzoffiana","AG294","Guareí"
"jul007",782294.678703662,7407553.68445794,"Jul","2019-07-19 12:40:00","Foraging","Syagrus romanzoffiana","AG294","Guareí"
"jul007",782300.205974005,7407570.09623037,"Jul","2019-07-19 12:45:00","Foraging","Pereskia aculeata","AG295","Guareí"
"jul007",782300.205974005,7407570.09623037,"Jul","2019-07-19 12:50:00","Frugivory","Pereskia aculeata","AG295","Guareí"
"jul007",782300.205974005,7407570.09623037,"Jul","2019-07-19 12:55:00","Frugivory","Pereskia aculeata","AG295","Guareí"
"jul007",782291.996788351,7407569.99983266,"Jul","2019-07-19 13:00:00","Travel",NA,NA,"Guareí"
"jul007",782291.996788351,7407569.99983266,"Jul","2019-07-19 13:05:00","Foraging",NA,NA,"Guareí"
"jul007",782292.996788372,7407593.99983267,"Jul","2019-07-19 13:10:00","Foraging",NA,NA,"Guareí"
"jul007",782283.996788502,7407598.99983265,"Jul","2019-07-19 13:15:00","Foraging",NA,NA,"Guareí"
"jul007",782280.506719274,7407614.91772648,"Jul","2019-07-19 13:20:00","Foraging","Cariniana estrelensis","AG296","Guareí"
"jul007",782280.506719274,7407614.91772648,"Jul","2019-07-19 13:25:00","Foraging","Cariniana estrelensis","AG296","Guareí"
"jul007",782280.506719274,7407614.91772648,"Jul","2019-07-19 13:30:00","Foraging","Cariniana estrelensis","AG296","Guareí"
"jul007",782280.506719274,7407614.91772648,"Jul","2019-07-19 13:35:00","Foraging","Cariniana estrelensis","AG296","Guareí"
"jul007",782278.996788615,7407627.99983265,"Jul","2019-07-19 13:40:00","Foraging",NA,NA,"Guareí"
"jul007",782290.996788451,7407627.99983267,"Jul","2019-07-19 13:45:00","Travel",NA,NA,"Guareí"
"jul007",782321.996787989,7407602.99983272,"Jul","2019-07-19 13:50:00","Travel",NA,NA,"Guareí"
"jul007",782345.471510108,7407594.16271163,"Jul","2019-07-19 13:55:00","Gummivory",NA,"AG297","Guareí"
"jul007",782345.471510108,7407594.16271163,"Jul","2019-07-19 14:00:00","Gummivory",NA,"AG297","Guareí"
"jul007",782345.471510108,7407594.16271163,"Jul","2019-07-19 14:05:00","Gummivory",NA,"AG297","Guareí"
"jul007",782345.471510108,7407594.16271163,"Jul","2019-07-19 14:10:00","Frugivory","Pereskia aculeata","AG297","Guareí"
"jul007",782345.471510108,7407594.16271163,"Jul","2019-07-19 14:15:00","Frugivory","Pereskia aculeata","AG297","Guareí"
"jul007",782345.471510108,7407594.16271163,"Jul","2019-07-19 14:20:00","Frugivory","Pereskia aculeata","AG297","Guareí"
"jul007",782334.145817539,7407595.93137208,"Jul","2019-07-19 14:25:00","Resting","Pereskia aculeata","AG298","Guareí"
"jul007",782334.145817539,7407595.93137208,"Jul","2019-07-19 14:30:00","Travel","Pereskia aculeata","AG298","Guareí"
"jul007",782334.145817539,7407595.93137208,"Jul","2019-07-19 14:35:00","Frugivory","Pereskia aculeata","AG298","Guareí"
"jul007",782334.145817539,7407595.93137208,"Jul","2019-07-19 14:40:00","Frugivory","Pereskia aculeata","AG298","Guareí"
"jul007",782334.145817539,7407595.93137208,"Jul","2019-07-19 14:45:00","Frugivory","Pereskia aculeata","AG298","Guareí"
"jul007",782334.145817539,7407595.93137208,"Jul","2019-07-19 14:50:00","Frugivory","Pereskia aculeata","AG298","Guareí"
"jul007",782334.145817539,7407595.93137208,"Jul","2019-07-19 14:55:00","Frugivory","Pereskia aculeata","AG298","Guareí"
"jul007",782317.996788044,7407602.99983271,"Jul","2019-07-19 15:00:00","Travel",NA,NA,"Guareí"
"jul007",782291.996788427,7407621.99983267,"Jul","2019-07-19 15:05:00","Travel",NA,NA,"Guareí"
"jul007",782278.679033014,7407588.90338723,"Jul","2019-07-19 15:10:00","Foraging","Pereskia aculeata","AG299","Guareí"
"jul007",782278.679033014,7407588.90338723,"Jul","2019-07-19 15:15:00","Frugivory","Pereskia aculeata","AG299","Guareí"
"jul007",782278.679033014,7407588.90338723,"Jul","2019-07-19 15:20:00","Frugivory","Pereskia aculeata","AG299","Guareí"
"jul007",782278.679033014,7407588.90338723,"Jul","2019-07-19 15:25:00","Travel","Pereskia aculeata","AG299","Guareí"
"jul007",782270.996788616,7407554.99983263,"Jul","2019-07-19 15:30:00","Travel",NA,NA,"Guareí"
"jul007",782243.996788963,7407539.99983258,"Jul","2019-07-19 15:35:00","Travel",NA,NA,"Guareí"
"jul007",782212.996789387,7407538.99983253,"Jul","2019-07-19 15:40:00","Travel",NA,NA,"Guareí"
"jul007",782200.762318929,7407547.61643829,"Jul","2019-07-19 15:45:00","Frugivory","Syagrus romanzoffiana","AG300","Guareí"
"jul007",782200.762318929,7407547.61643829,"Jul","2019-07-19 15:50:00","Frugivory","Syagrus romanzoffiana","AG300","Guareí"
"jul007",782200.762318929,7407547.61643829,"Jul","2019-07-19 15:55:00","Frugivory","Syagrus romanzoffiana","AG300","Guareí"
"jul007",782180.996789854,7407557.99983248,"Jul","2019-07-19 16:00:00","Foraging",NA,NA,"Guareí"
"jul007",782182.996789838,7407565.99983248,"Jul","2019-07-19 16:05:00","Travel",NA,NA,"Guareí"
"jul007",782181.996789865,7407574.99983248,"Jul","2019-07-19 16:10:00","Travel",NA,NA,"Guareí"
"jul007",782152.351291742,7407577.69664218,"Jul","2019-07-19 16:15:00","Fur-rubbing","Myrocarpus frondosus","RG01","Guareí"
"jul007",782094.996791017,7407547.99983234,"Jul","2019-07-19 16:20:00","Travel",NA,NA,"Guareí"
"jul007",782068.996791372,7407546.99983229,"Jul","2019-07-19 16:25:00","Travel",NA,NA,"Guareí"
"jul007",782044.9967917,7407545.99983225,"Jul","2019-07-19 16:30:00","Travel",NA,NA,"Guareí"
"jul007",782047.996791648,7407538.99983226,"Jul","2019-07-19 16:35:00","Travel",NA,NA,"Guareí"
"jul007",782012.996792163,7407561.9998322,"Jul","2019-07-19 16:40:00","Travel",NA,NA,"Guareí"
"jul007",781987.279444372,7407573.1023663,"Jul","2019-07-19 16:45:00","Sleeping site",NA,"DG19","Guareí"
"jul008",781987.279444372,7407573.1023663,"Jul","2019-07-20 07:30:00","Sleeping site",NA,"DG19","Guareí"
"jul008",781996.996792453,7407609.99983218,"Jul","2019-07-20 07:35:00","Travel",NA,NA,"Guareí"
"jul008",782001.428058678,7407622.92333606,"Jul","2019-07-20 07:40:00","Foraging","Cariniana estrelensis","AG301","Guareí"
"jul008",782001.428058678,7407622.92333606,"Jul","2019-07-20 07:45:00","Foraging","Cariniana estrelensis","AG301","Guareí"
"jul008",781974.043476072,7407640.30004891,"Jul","2019-07-20 07:50:00","Frugivory","Syagrus romanzoffiana","AG261","Guareí"
"jul008",781974.043476072,7407640.30004891,"Jul","2019-07-20 07:55:00","Frugivory","Syagrus romanzoffiana","AG261","Guareí"
"jul008",781974.043476072,7407640.30004891,"Jul","2019-07-20 08:00:00","Frugivory","Syagrus romanzoffiana","AG261","Guareí"
"jul008",781974.043476072,7407640.30004891,"Jul","2019-07-20 08:05:00","Frugivory","Syagrus romanzoffiana","AG261","Guareí"
"jul008",781983.9967927,7407655.99983216,"Jul","2019-07-20 08:10:00","Out of sight",NA,NA,"Guareí"
"jul008",781971.996792935,7407703.99983215,"Jul","2019-07-20 08:15:00","Out of sight",NA,NA,"Guareí"
"jul008",781946.988716423,7407680.2730873,"Jul","2019-07-20 08:20:00","Frugivory","Pereskia aculeata","AG302","Guareí"
"jul008",781946.988716423,7407680.2730873,"Jul","2019-07-20 08:25:00","Frugivory","Pereskia aculeata","AG302","Guareí"
"jul008",781946.988716423,7407680.2730873,"Jul","2019-07-20 08:30:00","Frugivory","Pereskia aculeata","AG302","Guareí"
"jul008",781946.988716423,7407680.2730873,"Jul","2019-07-20 08:35:00","Frugivory","Pereskia aculeata","AG302","Guareí"
"jul008",781946.988716423,7407680.2730873,"Jul","2019-07-20 08:40:00","Frugivory","Pereskia aculeata","AG302","Guareí"
"jul008",781946.988716423,7407680.2730873,"Jul","2019-07-20 08:45:00","Frugivory","Pereskia aculeata","AG302","Guareí"
"jul008",781935.996793404,7407686.99983209,"Jul","2019-07-20 08:50:00","Inactive",NA,NA,"Guareí"
"jul008",781939.996793392,7407715.9998321,"Jul","2019-07-20 08:55:00","Travel",NA,NA,"Guareí"
"jul008",781927.996793597,7407742.99983208,"Jul","2019-07-20 09:00:00","Travel",NA,NA,"Guareí"
"jul008",781905.996793909,7407749.99983205,"Jul","2019-07-20 09:05:00","Travel",NA,NA,"Guareí"
"jul008",781901.996793976,7407758.99983204,"Jul","2019-07-20 09:10:00","Foraging",NA,NA,"Guareí"
"jul008",781899.996794044,7407785.99983204,"Jul","2019-07-20 09:15:00","Foraging",NA,NA,"Guareí"
"jul008",781899.996794044,7407785.99983204,"Jul","2019-07-20 09:20:00","Foraging",NA,NA,"Guareí"
"jul008",781885.996794236,7407785.99983202,"Jul","2019-07-20 09:25:00","Foraging",NA,NA,"Guareí"
"jul008",781854.99679466,7407784.99983197,"Jul","2019-07-20 09:30:00","Foraging",NA,NA,"Guareí"
"jul008",781843.996794823,7407792.99983195,"Jul","2019-07-20 09:35:00","Foraging",NA,NA,"Guareí"
"jul008",781830.996794975,7407775.99983192,"Jul","2019-07-20 09:40:00","Travel",NA,NA,"Guareí"
"jul008",781796.996795465,7407791.99983187,"Jul","2019-07-20 09:45:00","Travel",NA,NA,"Guareí"
"jul008",781790.996795515,7407769.99983186,"Jul","2019-07-20 09:50:00","Travel",NA,NA,"Guareí"
"jul008",781768.894161895,7407759.48954934,"Jul","2019-07-20 09:55:00","Frugivory","Syagrus romanzoffiana","AG303","Guareí"
"jul008",781768.894161895,7407759.48954934,"Jul","2019-07-20 10:00:00","Frugivory","Syagrus romanzoffiana","AG303","Guareí"
"jul008",781768.894161895,7407759.48954934,"Jul","2019-07-20 10:05:00","Frugivory","Syagrus romanzoffiana","AG303","Guareí"
"jul008",781768.894161895,7407759.48954934,"Jul","2019-07-20 10:10:00","Frugivory","Syagrus romanzoffiana","AG303","Guareí"
"jul008",781768.894161895,7407759.48954934,"Jul","2019-07-20 10:15:00","Frugivory","Syagrus romanzoffiana","AG303","Guareí"
"jul008",781768.894161895,7407759.48954934,"Jul","2019-07-20 10:20:00","Frugivory","Syagrus romanzoffiana","AG303","Guareí"
"jul008",781768.894161895,7407759.48954934,"Jul","2019-07-20 10:25:00","Frugivory","Syagrus romanzoffiana","AG303","Guareí"
"jul008",781768.894161895,7407759.48954934,"Jul","2019-07-20 10:30:00","Frugivory","Syagrus romanzoffiana","AG303","Guareí"
"jul008",781768.894161895,7407759.48954934,"Jul","2019-07-20 10:35:00","Inactive","Syagrus romanzoffiana","AG303","Guareí"
"jul008",781759.996795913,7407750.99983181,"Jul","2019-07-20 10:40:00","Foraging",NA,NA,"Guareí"
"jul008",781759.996795913,7407750.99983181,"Jul","2019-07-20 10:45:00","Foraging",NA,NA,"Guareí"
"jul008",781760.996795912,7407759.99983181,"Jul","2019-07-20 10:50:00","Inactive",NA,NA,"Guareí"
"jul008",781760.996795912,7407759.99983181,"Jul","2019-07-20 10:55:00","Travel",NA,NA,"Guareí"
"jul008",781731.996796372,7407801.99983176,"Jul","2019-07-20 11:00:00","Travel",NA,NA,"Guareí"
"jul008",781722.996796521,7407819.99983175,"Jul","2019-07-20 11:05:00","Travel",NA,NA,"Guareí"
"jul008",781688.747393308,7407815.33278988,"Jul","2019-07-20 11:10:00","Travel","Pereskia aculeata","AG216","Guareí"
"jul008",781688.747393308,7407815.33278988,"Jul","2019-07-20 11:15:00","Frugivory","Pereskia aculeata","AG216","Guareí"
"jul008",781688.747393308,7407815.33278988,"Jul","2019-07-20 11:20:00","Frugivory","Pereskia aculeata","AG216","Guareí"
"jul008",781678.996797132,7407824.99983168,"Jul","2019-07-20 11:25:00","Foraging",NA,NA,"Guareí"
"jul008",781664.996797376,7407859.99983166,"Jul","2019-07-20 11:30:00","Foraging",NA,NA,"Guareí"
"jul008",781654.996797527,7407868.99983164,"Jul","2019-07-20 11:35:00","Foraging",NA,NA,"Guareí"
"jul008",781643.996797718,7407895.99983163,"Jul","2019-07-20 11:40:00","Travel",NA,NA,"Guareí"
"jul008",781638.996797854,7407941.99983162,"Jul","2019-07-20 11:45:00","Travel",NA,NA,"Guareí"
"jul008",781648.578475705,7407939.79379625,"Jul","2019-07-20 11:50:00","Frugivory","Pereskia aculeata","AG182","Guareí"
"jul008",781648.578475705,7407939.79379625,"Jul","2019-07-20 11:55:00","Frugivory","Pereskia aculeata","AG182","Guareí"
"jul008",781648.578475705,7407939.79379625,"Jul","2019-07-20 12:00:00","Frugivory","Pereskia aculeata","AG182","Guareí"
"jul008",781648.578475705,7407939.79379625,"Jul","2019-07-20 12:05:00","Frugivory","Pereskia aculeata","AG182","Guareí"
"jul008",781648.578475705,7407939.79379625,"Jul","2019-07-20 12:10:00","Frugivory","Pereskia aculeata","AG182","Guareí"
"jul008",781648.578475705,7407939.79379625,"Jul","2019-07-20 12:15:00","Frugivory","Pereskia aculeata","AG182","Guareí"
"jul008",781648.578475705,7407939.79379625,"Jul","2019-07-20 12:20:00","Frugivory","Pereskia aculeata","AG182","Guareí"
"jul008",781648.578475705,7407939.79379625,"Jul","2019-07-20 12:25:00","Frugivory","Pereskia aculeata","AG182","Guareí"
"jul008",781648.741711125,7407959.07170565,"Jul","2019-07-20 12:30:00","Frugivory","Pereskia aculeata","AG217","Guareí"
"jul008",781655.996797635,7407950.99983166,"Jul","2019-07-20 12:35:00","Out of sight",NA,NA,"Guareí"
"jul008",781655.996797635,7407950.99983166,"Jul","2019-07-20 12:40:00","Inactive",NA,NA,"Guareí"
"jul008",781663.996797543,7407962.99983167,"Jul","2019-07-20 12:45:00","Inactive",NA,NA,"Guareí"
"jul008",781657.996797643,7407974.99983166,"Jul","2019-07-20 12:50:00","Travel",NA,NA,"Guareí"
"jul008",781642.996797856,7407979.99983164,"Jul","2019-07-20 12:55:00","Inactive",NA,NA,"Guareí"
"jul008",781633.996797998,7407991.99983162,"Jul","2019-07-20 13:00:00","Travel",NA,NA,"Guareí"
"jul008",781645.470680448,7408017.99588843,"Jul","2019-07-20 13:05:00","Travel","Pereskia aculeata","AG304","Guareí"
"jul008",781645.470680448,7408017.99588843,"Jul","2019-07-20 13:10:00","Frugivory","Pereskia aculeata","AG304","Guareí"
"jul008",781645.470680448,7408017.99588843,"Jul","2019-07-20 13:15:00","Foraging","Pereskia aculeata","AG304","Guareí"
"jul008",781645.470680448,7408017.99588843,"Jul","2019-07-20 13:20:00","Foraging","Pereskia aculeata","AG304","Guareí"
"jul008",781679.996797465,7408058.99983171,"Jul","2019-07-20 13:25:00","Travel",NA,NA,"Guareí"
"jul008",781694.996797281,7408072.99983173,"Jul","2019-07-20 13:30:00","Travel",NA,NA,"Guareí"
"jul008",781700.996797211,7408081.99983174,"Jul","2019-07-20 13:35:00","Foraging",NA,NA,"Guareí"
"jul008",781705.955885698,7408089.2081145,"Jul","2019-07-20 13:40:00","Frugivory","Pereskia aculeata","AG221","Guareí"
"jul008",781705.955885698,7408089.2081145,"Jul","2019-07-20 13:45:00","Frugivory","Pereskia aculeata","AG221","Guareí"
"jul008",781705.955885698,7408089.2081145,"Jul","2019-07-20 13:50:00","Frugivory","Pereskia aculeata","AG221","Guareí"
"jul008",781709.996797132,7408111.99983176,"Jul","2019-07-20 13:55:00","Foraging",NA,NA,"Guareí"
"jul008",781702.996797253,7408127.99983175,"Jul","2019-07-20 14:00:00","Foraging",NA,NA,"Guareí"
"jul008",781697.295873598,7408160.42393924,"Jul","2019-07-20 14:05:00","Travel","Pereskia aculeata","AG223","Guareí"
"jul008",781683.996797654,7408221.99983173,"Jul","2019-07-20 14:10:00","Travel",NA,NA,"Guareí"
"jul008",781681.996797659,7408207.99983172,"Jul","2019-07-20 14:15:00","Travel",NA,NA,"Guareí"
"jul008",781694.99679742,7408165.99983174,"Jul","2019-07-20 14:20:00","Out of sight",NA,NA,"Guareí"
"jul008",781679.996797583,7408137.99983171,"Jul","2019-07-20 14:25:00","Out of sight",NA,NA,"Guareí"
"jul008",781679.996797583,7408137.99983171,"Jul","2019-07-20 14:30:00","Frugivory",NA,NA,"Guareí"
"jul008",781679.996797583,7408137.99983171,"Jul","2019-07-20 14:35:00","Out of sight",NA,NA,"Guareí"
"jul008",781679.996797583,7408137.99983171,"Jul","2019-07-20 14:40:00","Foraging",NA,NA,"Guareí"
"jul008",781673.491213811,7408161.98483571,"Jul","2019-07-20 14:45:00","Foraging","Pereskia aculeata","AG305","Guareí"
"jul008",781673.491213811,7408161.98483571,"Jul","2019-07-20 14:50:00","Frugivory","Pereskia aculeata","AG305","Guareí"
"jul008",781673.491213811,7408161.98483571,"Jul","2019-07-20 14:55:00","Frugivory","Pereskia aculeata","AG305","Guareí"
"jul008",781673.491213811,7408161.98483571,"Jul","2019-07-20 15:00:00","Frugivory","Pereskia aculeata","AG305","Guareí"
"jul008",781697.295873598,7408160.42393924,"Jul","2019-07-20 15:05:00","Frugivory","Pereskia aculeata","AG223","Guareí"
"jul008",781697.295873598,7408160.42393924,"Jul","2019-07-20 15:10:00","Frugivory","Pereskia aculeata","AG223","Guareí"
"jul008",781697.295873598,7408160.42393924,"Jul","2019-07-20 15:15:00","Inactive","Pereskia aculeata","AG223","Guareí"
"jul008",781683.996797654,7408221.99983173,"Jul","2019-07-20 15:20:00","Travel",NA,NA,"Guareí"
"jul008",781699.996797395,7408196.99983175,"Jul","2019-07-20 15:25:00","Foraging",NA,NA,"Guareí"
"jul008",781699.996797395,7408196.99983175,"Jul","2019-07-20 15:30:00","Foraging",NA,NA,"Guareí"
"jul008",781708.996797263,7408189.99983177,"Jul","2019-07-20 15:35:00","Foraging",NA,NA,"Guareí"
"jul008",781718.996797108,7408177.99983178,"Jul","2019-07-20 15:40:00","Foraging",NA,NA,"Guareí"
"jul008",781718.996797108,7408177.99983178,"Jul","2019-07-20 15:45:00","Foraging",NA,NA,"Guareí"
"jul008",781718.996797108,7408177.99983178,"Jul","2019-07-20 15:50:00","Foraging",NA,NA,"Guareí"
"jul008",781718.996797108,7408177.99983178,"Jul","2019-07-20 15:55:00","Foraging",NA,NA,"Guareí"
"jul008",781719.996797059,7408154.99983178,"Jul","2019-07-20 16:00:00","Foraging",NA,NA,"Guareí"
"jul008",781734.996796831,7408139.9998318,"Jul","2019-07-20 16:05:00","Foraging",NA,NA,"Guareí"
"jul008",781738.996796754,7408123.99983181,"Jul","2019-07-20 16:10:00","Travel",NA,NA,"Guareí"
"jul008",781754.996796513,7408109.99983183,"Jul","2019-07-20 16:15:00","Foraging",NA,NA,"Guareí"
"jul008",781759.996796432,7408101.99983184,"Jul","2019-07-20 16:20:00","Foraging",NA,NA,"Guareí"
"jul008",781767.996796314,7408095.99983186,"Jul","2019-07-20 16:25:00","Foraging",NA,NA,"Guareí"
"jul008",781773.996796216,7408084.99983186,"Jul","2019-07-20 16:30:00","Foraging",NA,NA,"Guareí"
"jul008",781768.28360328,7408048.33788068,"Jul","2019-07-20 16:35:00","Frugivory",NA,"AG228","Guareí"
"jul008",781768.28360328,7408048.33788068,"Jul","2019-07-20 16:40:00","Frugivory",NA,"AG228","Guareí"
"jul008",781773.133855723,7408007.89834254,"Jul","2019-07-20 16:45:00","Travel",NA,"DG21","Guareí"
"jul008",781773.133855723,7408007.89834254,"Jul","2019-07-20 16:50:00","Sleeping site",NA,"DG21","Guareí"
"aug001",781724.299442157,7407588.55161796,"Aug","2019-08-11 07:25:00","Sleeping site",NA,"DG22","Guareí"
"aug001",781734,7407595,"Aug","2019-08-11 07:30:00","Travel",NA,NA,"Guareí"
"aug001",781747,7407634,"Aug","2019-08-11 07:35:00","Foraging",NA,NA,"Guareí"
"aug001",781799,7407646,"Aug","2019-08-11 07:40:00","Travel",NA,NA,"Guareí"
"aug001",781822.229567396,7407655.17266872,"Aug","2019-08-11 07:45:00","Frugivory","Pereskia aculeata","AG306","Guareí"
"aug001",781828.217365046,7407668.7980168,"Aug","2019-08-11 07:50:00","Frugivory","Pereskia aculeata","AG307","Guareí"
"aug001",781828.217365046,7407668.7980168,"Aug","2019-08-11 07:55:00","Frugivory","Pereskia aculeata","AG307","Guareí"
"aug001",781839.996794733,7407695.99983193,"Aug","2019-08-11 08:00:00","Foraging",NA,NA,"Guareí"
"aug001",781817.996795053,7407707.9998319,"Aug","2019-08-11 08:05:00","Foraging",NA,NA,"Guareí"
"aug001",781821.626526603,7407693.08759371,"Aug","2019-08-11 08:10:00","Frugivory","Pereskia aculeata","AG308","Guareí"
"aug001",781821.626526603,7407693.08759371,"Aug","2019-08-11 08:15:00","Frugivory","Pereskia aculeata","AG308","Guareí"
"aug001",781792.99679538,7407696.99983185,"Aug","2019-08-11 08:20:00","Travel",NA,NA,"Guareí"
"aug001",781766.996795743,7407701.99983181,"Aug","2019-08-11 08:25:00","Inactive",NA,NA,"Guareí"
"aug001",781769.996795722,7407714.99983182,"Aug","2019-08-11 08:30:00","Foraging",NA,NA,"Guareí"
"aug001",781757.481382342,7407724.46156761,"Aug","2019-08-11 08:35:00","Frugivory","Pereskia aculeata","AG309","Guareí"
"aug001",781757.481382342,7407724.46156761,"Aug","2019-08-11 08:40:00","Frugivory","Pereskia aculeata","AG309","Guareí"
"aug001",781719.080221152,7407748.58876782,"Aug","2019-08-11 08:45:00","Foraging","Pereskia aculeata","AG214","Guareí"
"aug001",781719.080221152,7407748.58876782,"Aug","2019-08-11 08:50:00","Frugivory","Pereskia aculeata","AG214","Guareí"
"aug001",781719.080221152,7407748.58876782,"Aug","2019-08-11 08:55:00","Frugivory","Pereskia aculeata","AG214","Guareí"
